ticker,name,exchange
DSV,DISCOVERY SILVER CORP.,tsxv
DSY,DESTINY MEDIA TECHNOLOGIES INC.,tsxv
DTG,DYNAMIC TECHNOLOGIES GROUP INC.,tsxv
DTOL,D2L INC. J SV,tsx
DUR.P,DAURA CAPITAL CORP.,tsxv
DV,DOLLY VARDEN SILVER CORPORATION,tsxv
DVG,DIVERGENT ENERGY SERVICES CORP.,tsxv
DVX.P,DRUMMOND VENTURES CORP.,tsxv
DWS,DIAMOND ESTATES WINES & SPIRITS INC.,tsxv
DXB,DYNAMIC ACTVTACT BND,tsx
DXC,DYNAMIC ACTVCA DIVUN,tsx
DXEM,DYNAMICACTVEMRGMKTUN,tsx
DXET,DYNAMICACTV ENGYEVOL,tsx
DXF,DYNAMIC ACTGLBFINSRV,tsx
DXG,DYNAMIC ACTV GLBLDIV,tsx
DXIF,DYNAMICACTVINT L UN,tsx
DXN,DYNAMICACTVGLBINFRAS,tsx
DXO,DYNAMIC ACTVCROSSBND,tsx
DXP,DYNAMIC ACTV PREF UN,tsx
DXR,DYNAMICACTRETIREINCM,tsx
DXT,DEXTERRA GROUP INC J,tsx
DXU,DYNAMIC ACTVUS DIVUN,tsx
DXV,DYNAMC ACTINVESTFLTG,tsx
DXW,DYNAMIC ACTVINTL DIV,tsx
DXX,DXSTORM.COM INC,tsxv
DXZ,DYNAMIC ACTUS MIDCAP,tsx
DYA,DYNACERT INC. J,tsx
DYA.WT,DYNACERT INC. J WT,tsx
DYG,DYNASTY GOLD CORP.,tsxv
E,ENTERPRISE GROUP INC,tsx
EAC,EARTH ALIVE CLEAN TECHNOLOGIES INC.,tsxv
EAGR,LEAF MOBILE INC. J,tsx
EAM,EAST AFRICA METALS INC.,tsxv
EARN,EVOLVEACTVGLBFXDINCM,tsx
EAST,EASTWEST BIOSCIENCE INC.,tsxv
EAU,ENGINEER GOLD MINES LTD.,tsxv
EBIT,BITCOIN ETF CA UNHEG,tsx
EBIT.U,BITCOIN ETF US UNHEG,tsx
EBM,EASTWOOD BIO-MEDICAL CANADA INC.,tsxv
ECAP.P,ENDURANCE CAPITAL CORP.,tsxv
ECC,ETHOS GOLD CORP.,tsxv
ECCF.P,ECC VENTURES 4 CORP.,tsxv
ECCS.P,ECC VENTURES 6 CORP.,tsxv
ECCT.P,ECC VENTURES 3 CORP.,tsxv
ECCV.P,ECC VENTURES 5 CORP.,tsxv
ECM,ECOLOMONDO CORPORATION,tsxv
ECN,ECN CAPITAL CORP.,tsx
ECN.DB,ECN CAPITAL CORP DEB,tsx
ECN.DB.A,ECN CAPITAL 6% DEB,tsx
ECN.DB.B,ECN CAPITAL 6.25 DEB,tsx
ECN.PR.A,ECN CAPITAL 6.50% PR,tsx
ECN.PR.C,ECN CAPITAL 6.25% PR,tsx
ECO,ECOSYNTHETIX INC. J,tsx
ECOM,EMERGE COMMERCE LTD.,tsxv
ECR,CARTIER RESOURCES INC,tsxv
ECU,ELEMENT 29 RESOURCES INC.,tsxv
EDDY,EDISON LITHIUM CORP.,tsxv
EDG,ENDURANCE GOLD CORPORATION,tsxv
EDGE,EVOLVE INNOVATION UN,tsx
EDGE.U,EVOLVE INNOVUS UNHEG,tsx
EDGF,BROMPTON EU DIVGROCA,tsx
EDR,ENDEAVOUR SILVER J,tsx
EDT,SPECTRAL MEDICAL INC,tsx
EDV,ENDEAVOUR MINING ORD,tsx
EESH.P,ANEESH CAPITAL CORP.,tsxv
EFF,1844 RESOURCES INC.,tsxv
EFL,ELECTROVAYA INC.,tsx
EFN,ELEMENT FLEET MGT,tsx
EFN.DB.B,ELEMENT FLT 4.25B DB,tsx
EFN.PR.A,ELEMENT FLEET PR A,tsx
EFN.PR.C,ELEMENT FLEET PR C,tsx
EFN.PR.E,ELEMENT FLEET PR E,tsx
EFN.PR.I,ELEMENT FLEET PR I,tsx
EFR,ENERGY FUELS INC. J,tsx
EFR.WT,ENERGY FUELS WT J,tsx
EFX,ENERFLEX LTD.,tsx
EGA,EAGLE GRAPHITE INCORPORATED,tsxv
EGIF,EXEMPLAR GRWTHINCMUN,tsx
EGLX,ENTHUSIAST GAMEHLDGJ,tsx
EGM,ENGOLD MINES LTD.,tsxv
EGT,EGUANA TECHNOLOGIES INC.,tsxv
EHE,CI WISDOMTREEEU EQHG,tsx
EHE.B,CI WISDOMTREU EQN-HG,tsx
EHT,ENERDYNAMIC HYBRID TECHNOLOGIES CORP.,tsxv
EIF,EXCHANGE INCOME CORP,tsx
EIF.DB.H,EXCHNG INCM 5.25% DB,tsx
EIF.DB.I,EXCHNGINCM 5Y 5.25DB,tsx
EIF.DB.J,EXCHNGE INCM J DEB,tsx
EIF.DB.K,EXCHANGE INCM 5.75DB,tsx
EIF.DB.L,EXCHNGE INCM5.25L DB,tsx
EIF.DB.M,EXCHNGINCM 5.25%M DB,tsx
EINC,E AUTOMOTIVE INC. J,tsx
EIT.PR.A,CANOE EIT SER 1 PR,tsx
EIT.PR.B,CANOE EIT SER 2 PR,tsx
EIT.UN,CANOE EIT INCOME UN,tsx
EKG,"CARDIOCOMM SOLUTIONS, INC.",tsxv
EL,ENGAGEMENT LABS INC.,tsxv
ELBM,ELECTRA BATTERY MATERIALS CORPORATION,tsxv
ELC,ELYSEE DEVELOPMENT CORP.,tsxv
ELD,ELDORADO GOLD CORP.,tsx
ELE,ELEMENTAL ROYALTIES CORP.,tsxv
ELEC,ELECTRIC ROYALTIES LTD.,tsxv
ELEF,SILVER ELEPHANT J,tsx
ELF,E-L FINANCIAL CORP.,tsx
ELF.PR.F,E-L FINANCIAL 1ST PR,tsx
ELF.PR.G,E-L FINANCL 4.75 PR2,tsx
ELF.PR.H,E-L FINANCL 5.5 PR 3,tsx
ELM,ELEMENT LIFESTYLE RETIREMENT INC.,tsxv
ELN,EL NINO VENTURES INC.,tsxv
ELO,ELORO RESOURCES LTD.,tsxv
ELR,EASTERN PLATINUM J,tsx
ELV,INVESCO S&P EMRGMKTS,tsx
ELVT,ELEVATION GOLD MINING CORPORATION,tsxv
ELVT.WT,ELEVATION GOLD MINING CORPORATION WT 14JAN2023,tsxv
ELXR,ELIXXER LTD.,tsxv
EMA,EMERA INCORPORATED,tsx
EMA.PR.A,EMERA INC. SER A PR,tsx
EMA.PR.B,EMERA INC. SER B PR,tsx
EMA.PR.C,EMERA INC. SER C PR,tsx
EMA.PR.E,EMERA INC. SER E PR,tsx
EMA.PR.F,EMERA INC. SER F PR,tsx
EMA.PR.H,EMERA INC. SER H PR,tsx
EMA.PR.J,EMERA INC. SER J PR,tsx
EMA.PR.L,EMERA INC. SER L PR,tsx
EMM,GIYANI METALS CORP.,tsxv
EMM.WT,GIYANI METALS CORP. WT 03DEC2023,tsxv
EMN,EURO MANGANESE INC.,tsxv
EMNT,EMINENT GOLD CORP.,tsxv
EMO,EMERITA RESOURCES CORP.,tsxv
EMP.A,EMPIRE CO CL A NV,tsx
EMPR,EMPRESS ROYALTY CORP.,tsxv
EMPR.WT,EMPRESS ROYALTY CORP. WT 25MAR2023,tsxv
EMR,EMGOLD MINING CORPORATION,tsxv
EMV.B,CI WISDOM3EMRGMKTDIV,tsx
EMX,EMX ROYALTY CORPORATION,tsxv
ENA,ENABLENCE TECHNOLOGIES INC.,tsxv
ENB,ENBRIDGE INC.,tsx
ENB.PF.A,ENBRIDGE SER 9 PR,tsx
ENB.PF.C,ENBRIDGE SER 11 PR,tsx
ENB.PF.E,ENBRIDGE SER 13 PR,tsx
ENB.PF.G,ENBRIDGE SER 15 PR,tsx
ENB.PF.I,ENBRIDGE SER 17 PR,tsx
ENB.PF.K,ENBRIDGE SER 19 PR,tsx
ENB.PF.U,ENBRIDGE SER L US PR,tsx
ENB.PF.V,ENBRIDGE SER 5 US PR,tsx
ENB.PR.A,ENBRIDGE 5.50% PR,tsx
ENB.PR.B,ENBRIDGE INC SR B PR,tsx
ENB.PR.C,ENBRIDGE INC SR C PR,tsx
ENB.PR.D,ENBRIDGE INC SR D PR,tsx
ENB.PR.F,ENBRIDGE INC SR F PR,tsx
ENB.PR.H,ENBRIDGE INC SR H PR,tsx
ENB.PR.J,ENBRIDGE SER 7 PR,tsx
ENB.PR.N,ENBRIDGE INC SR N PR,tsx
ENB.PR.P,ENBRIDGE INC SR P PR,tsx
ENB.PR.T,ENBRIDGE INC SR R PR,tsx
ENB.PR.U,ENBRIDGE SR J US PR,tsx
ENB.PR.V,ENBRIDGE SER 1 US PR,tsx
ENB.PR.Y,ENBRIDGE SER 3 PR,tsx
ENDR,ENDURO METALS CORPORATION,tsxv
ENEV,ENEREV5 METALS INC.,tsxv
ENGH,ENGHOUSE SYSTEMS LTD,tsx
ENI.UN,ENERGY INCOME FND UN,tsx
ENRG,NEW ENERGY METALS CORP,tsxv
ENS,E SPLIT CORP. CL A,tsx
ENS.PR.A,E SPLIT CORP. PR,tsx
ENTG,ENTOURAGE HEALTH CORP.,tsxv
ENTG.DB,ENTOURAGE HEALTH CORP. DB 25SEPT2022,tsxv
ENTG.WT,ENTOURAGE HEALTH CORP. WT. 25SEPT2022,tsxv
ENTG.WT.A,ENTOURAGE HEALTH CORP. WT. 12MAR2023,tsxv
ENW,ENWAVE CORPORATION,tsxv
ENW.WT,ENWAVE CORPORATION WT 15NOV2022,tsxv
EOG,ECO (ATLANTIC) OIL & GAS LTD.,tsxv
EOX,EUROMAX RESOURCES J,tsx
EP,EMPIRE METALS CORP.,tsxv
EPL,EAGLE PLAINS RESOURCES LTD.,tsxv
EPRX,EUPRAXIA PHARMA J,tsx
EPRX.WT,EUPRAXIA PHARMA J WT,tsx
EQ,EQ INC.,tsxv
EQB,EQUITABLE GROUP INC.,tsx
EQB.PR.C,EQUITABLE GRP PR 3,tsx
EQL,INVESCO S&P500 EQWGT,tsx
EQL.F,INVESCO S&P500EQCA-H,tsx
EQL.U,INVESCO S&P500EQ USF,tsx
EQTY,EQUITY METALS CORPORATION,tsxv
EQX,EQUINOX GOLD CORP. J,tsx
EQX.WT,EQUINOX GLD CORPJ WT,tsx
ERA,ELCORA ADVANCED MATERIALS CORP.,tsxv
ERC,EROS RESOURCES CORP.,tsxv
ERD,ERDENE RES DEV J,tsx
ERE.UN,EUROPEAN RES REIT UN,tsx
ERF,ENERPLUS CORPORATION,tsx
ERO,ERO COPPER CORP. J,tsx
ESE,ESE ENTERTAINMENT INC.,tsxv
ESG,INVESCO S&P500ESG UN,tsx
ESG.F,INVESCOS&P500ESG HEG,tsx
ESGA,BMO MSCI CA LEADR UN,tsx
ESGB,BMO ESG CORPBND CAD,tsx
ESGC,INVESCO S&PTSXCOMESG,tsx
ESGE,BMO MSCI EAFE ESGLDR,tsx
ESGF,BMO ESG US CORP BOND,tsx
ESGG,BMO MSCI GLB ESG LDR,tsx
ESGH,BMO ESG HIYLDUSBNDCA,tsx
ESGH.F,BMO ESG HIYLDUSBNDHG,tsx
ESGO.P,ESG CAPITAL 1 INC.,tsxv
ESGW,ESG GLOBAL IMPACT CAPITAL INC,tsxv
ESGY,BMO MSCI US ESG LDR,tsx
ESGY.F,BMO MSCI US ESGLDRHG,tsx
ESI,ENSIGN ENGY SERVICES,tsx
ESK,ESKAY MINING CORP,tsxv
ESM,EURO SUN MINING J,tsx
ESN,ESSENTIAL ENERGY LTD,tsx
ESS,ESSTRA INDUSTRIES INC.,tsxv
ESX,ESSEX MINERALS INC.,tsxv
ET,EVERTZ TECHNOLOGIES,tsx
ETC,EVOLVECRYPTOCURUH CA,tsx
ETC.U,EVOLVECRYPTOCURUH US,tsx
ETF,EASTFIELD RESOURCES LTD.,tsxv
ETG,ENTREE RESOURCES J,tsx
ETHH,PURPOSE ETHRCA CURHG,tsx
ETHH.B,PURPOSE ETHRCA NC HG,tsx
ETHH.J,PURPOSEETHRCA HGCRBN,tsx
ETHH.U,PURPOSE ETHRUS$NC HG,tsx
ETHI,HORIZON GLBSUSTLDR A,tsx
ETHQ,3IQ COINSHR ETHER UN,tsx
ETHQ.U,3IQ COINSHR ETHER UN,tsx
ETHR,ETHER ETF CADENOM UH,tsx
ETHR.U,ETHER ETF USDENOM UH,tsx
ETHX.B,CI GALXYETHERMCA UHG,tsx
ETHX.U,CI GALXYETHERMUS UH,tsx
ETHY,PURPOSE ETHER YLD UN,tsx
ETHY.B,PURPOSE ETHRYLD NCHG,tsx
ETHY.U,PURPOSEETHRYLDNCHGUS,tsx
ETMC,E3 METALS CORP.,tsxv
ETP,1ST TR GLB RSKMNGEUN,tsx
ETP.A,1ST TR GLB RSKMNGEAD,tsx
ETU,E2GOLD INC.,tsxv
ETX,ETRION CORPORATION J,tsx
EU,ENCORE ENERGY CORP.,tsxv
EUR,1ST TRALPHDEX EU DIV,tsx
EUR.A,1ST TRALPHDX EUDIVAD,tsx
EV,ERIN VENTURES INC.,tsxv
EVE,EVE & CO INCORPORATED,tsxv
EVER,EVERGOLD CORP.,tsxv
EVGN,EVERGEN INFRASTRUCTURE CORP.,tsxv
EVNI,EV NICKEL INC.,tsxv
EVT,ECONOMIC INVESTMENT,tsx
EVX,EUROPEAN ELECTRIC METALS INC.,tsxv
EW,EAST WEST PETROLEUM CORP,tsxv
EWK,EARTHWORKS INDUSTRIES INC.,tsxv
EWS,ENVIRONMENTAL WASTE INTERNATIONAL INC.,tsxv
EXE,EXTENDICARE INC.,tsx
EXE.DB.C,EXTENDICARE 5% DEB,tsx
EXF,EXFO INC. SV,tsx
EXG,EXGEN RESOURCES INC.,tsxv
EXN,EXCELLON RESOURCES J,tsx
EXN.WT,EXCELLON RES J WT,tsx
EXRO,EXRO TECH INC. J,tsx
F,FIORE GOLD LTD.,tsxv
FA,FOUNTAIN ASSET CORP.,tsxv
FAF,FIRE & FLOWER HLDG J,tsx
FAI,CI ACTV UTIL&INFRAS,tsx
FAIR,FAIRCHILD GOLD CORP.,tsxv
FAO,CI ACTIVE CREDIT UN,tsx
FAO.U,CI ACTVCREDIT UN USF,tsx
FAP,ABRDN ASIA-PACIFCVCC,tsx
FAR,FORACO INT L SA,tsx
FARM,DEVERON CORP.,tsxv
FBF,FAB-FORM INDUSTRIES LTD.,tsxv
FBGO,FRANKLN BRANDYINCMOP,tsx
FBT,1ST TR NYSE ARCA BIO,tsx
FBTC,FIDELITY ADVBTCNL UN,tsx
FBTC.U,FIDELITY ADV BTCN US,tsx
FC,FIRM CAP MTG INVEST,tsx
FC.DB.E,FIRM CAP MTG 5.3% DB,tsx
FC.DB.F,FIRM CAP MTG 5.5% DB,tsx
FC.DB.G,FIRM CAP MTG 5.2% DB,tsx
FC.DB.H,FIRM CAP MTG 5.3% DB,tsx
FC.DB.I,FIRM CAP MTG 5.4% DB,tsx
FC.DB.J,FIRM CAP MTG 5.5% DB,tsx
FC.DB.K,FIRM CAP MTG 5% DEB,tsx
FCA.DB,FIRM CAPITAL APARTMENT REIT DB 30JUN2026,tsxv
FCA.U,FIRM CAPITAL APARTMENT REAL ESTATE INVESTMENT TRUST USD,tsxv
FCA.UN,FIRM CAPITAL APARTMENT REAL ESTATE INVESTMENT TRUST,tsxv
FCA.WT.V,FIRM CAPITAL APARTMENT REIT WT 14MAR2022,tsxv
FCCB,FIDELITY CDNBNDIDXUN,tsx
FCCD,FIDELITY CDN DIV L,tsx
FCCL,FIDELITY CDNLWVOL L,tsx
FCCM,FIDELITY CA MOMENT L,tsx
FCCQ,FIDELITYCDNHIQUAL L,tsx
FCCV,FIDELITY CDNVAL L UN,tsx
FCD.UN,FIRM CAPITAL PROPERTY TRUST,tsxv
FCGB,FIDELITY GLBCORE+BND,tsx
FCGB.U,FIDELITY GLBCORBNDUS,tsx
FCGI,FIDELITY GLBMOINCM L,tsx
FCHH,FIDELITYUS CURNEUBND,tsx
FCHY,FIDELITYSYSUS YLDBND,tsx
FCID,FIDELITY INT L DIV L,tsx
FCIG,FIDELITYGLBINVESTBND,tsx
FCIG.U,FIDELITYGLBINVBND US,tsx
FCII,FRANKLN CLRBRIDGINFR,tsx
FCIL,FIDELITY INTLLWVOL L,tsx
FCIM,FIDELITY INTLMOMNT L,tsx
FCIQ,FIDELITY INTLHIQUAL,tsx
FCIQ.U,FIDELITY INTLHIQUAUS,tsx
FCIV,FIDELITY INTL VAL L,tsx
FCLH,FIDELITYUS LOWVOLCUR,tsx
FCMH,FIDELITYUS MOMNT CUR,tsx
FCMI,FIDELITY CDNMOINCM L,tsx
FCMO,FIDELITY US MOMENT L,tsx
FCMO.U,FIDELITY US MOMENTUS,tsx
FCO,FABLED SILVER GOLD CORP.,tsxv
FCQH,FIDELITYUS HICURNATR,tsx
FCR.UN,FIRST CAP REIT UN,tsx
FCRH,FIDELITY US DIVCUR L,tsx
FCRR,FIDELITY US DIVRTIDX,tsx
FCRR.U,FIDELITY US DIVRT US,tsx
FCSB,FIDELITYCDNST CRPBND,tsx
FCSI,FRANKLN CLRBRIDGINTL,tsx
FCU,FISSION URANIUM J,tsx
FCUD,FIDELITY US HIDIV UN,tsx
FCUD.U,FIDELITY US HIDIV US,tsx
FCUH,FIDELITY US DIVCUR L,tsx
FCUL,FIDELITY USLOWVOL UN,tsx
FCUL.U,FIDELITY USLOWVOL US,tsx
FCUQ,FIDELITYUS HIQUAL L,tsx
FCUQ.U,FIDELITYUS HIQUAL US,tsx
FCUV,FIDELITY US VAL L UN,tsx
FCUV.U,FIDELITY US VAL L US,tsx
FCVH,FIDELITY USVALCURNEU,tsx
FD,FACEDRIVE INC.,tsxv
FDE,1ST TR ALPHEMRGMKTUN,tsx
FDE.A,1ST TR ALPHEMRGMKTAD,tsx
FDGE,FARMERS EDGE INC. J,tsx
FDI,FINDEV INC.,tsxv
FDL,1ST TRMORNDVLDRCA-HG,tsx
FDN,1ST TR DJ INTERNT UN,tsx
FDN.F,1ST TR DJ INTERNTHEG,tsx
FDR,FOUNDERS METALS INC.,tsxv
FDV,CI ACTV CDN DIV UN,tsx
FEBB.F,1ST TR CBOEUS EQ HEG,tsx
FEC,FRONTERA ENERGY CORP,tsx
FEO,OCEANIC IRON ORE CORP,tsxv
FEX,FJORDLAND EXPLORATION INC.,tsxv
FF,FIRST MINING GOLD J,tsx
FFC.P,FIFE CAPITAL CORP.,tsxv
FFH,FAIRFAX FINANCIAL SV,tsx
FFH.PR.C,FAIRFAX FIN SER C PR,tsx
FFH.PR.D,FAIRFAX FIN SER D PR,tsx
FFH.PR.E,FAIRFAX FIN SER E PR,tsx
FFH.PR.F,FAIRFAX FIN SER F PR,tsx
FFH.PR.G,FAIRFAX FIN SER G PR,tsx
FFH.PR.H,FAIRFAX FIN SER H PR,tsx
FFH.PR.I,FAIRFAX FIN SER I PR,tsx
FFH.PR.J,FAIRFAX FIN SER J PR,tsx
FFH.PR.K,FAIRFAX FIN SER K PR,tsx
FFH.PR.M,FAIRFAX FIN SER M PR,tsx
FFH.U,FAIRFAX FIN SV USF,tsx
FFI.UN,FLAHERTY&CRUMPREF UN,tsx
FFN,NA FIN 15 SPLIT A,tsx
FFN.PR.A,NA FIN 15 SPLIT 2 PR,tsx
FFOX,FIREFOX GOLD CORP.,tsxv
FFP,CONS FIRSTFUND CAPITAL CORP.,tsxv
FG,FALCON GOLD CORP.,tsxv
FGB,CI ST GOVTBONDCL ETF,tsx
FGC,FRONTLINE GOLD CORPORATION,tsxv
FGGE,FRANKLIN GLBGROWACTV,tsx
FGO,CI ENHANCGOVTBOND UN,tsx
FGO.U,CI ENHANCGOVTBOND US,tsx
FGSG,FRANKLNMART SUSGLBEQ,tsx
FHG,1STTR ALPHDEX US IND,tsx
FHG.F,1STTR ALPHDEX US HEG,tsx
FHH,1STTR ALPDEX US HLTH,tsx
FHH.F,1STTR ALPDXUSHLTH HG,tsx
FHI,CI HEALTHCARECOVRUN,tsx
FHI.B,CI HLTHCR GIACOVUNHG,tsx
FHQ,1STTR ALPDEX US TECH,tsx
FHQ.F,1STTR ALPDEXUSTECHHG,tsx
FHYD,FIRST HYDROGEN CORP.,tsxv
FIE,ISHARES CDNFINMO UN,tsx
FIG,CI INVEST GRDBOND UN,tsx
FIG.U,CI INVEST GRDBOND US,tsx
FIH.U,FAIRFAX INDIA SV USF,tsx
FIL,FILO MINING CORP. J,tsx
FIND,BASELODE ENERGY CORP.,tsxv
FINO,FRANKLIN INNOVACTVUN,tsx
FINT,1ST TRINTLCAPSTRNGTH,tsx
FISH,SAILFISH ROYALTY CORP.,tsxv
FIVE,EVOLVS&P500CLNBCA HG,tsx
FIVE.B,EVOLVS&P500CLNBCA UH,tsx
FIVE.U,EVOLVS&P500CLNB UHUS,tsx
FKM,FOKUS MINING CORPORATION,tsxv
FL,FRONTIER LITHIUM INC.,tsxv
FLBA,FRANKLIN LBTY CORE,tsx
FLCI,FRANKLIN LIBCAINVGRD,tsx
FLCP,FRANKLIN LIB COR+BND,tsx
FLDM,FRANKLIN LIBQTINTLEQ,tsx
FLEM,FRANKLIN LBTYQT EMRG,tsx
FLGA,FRANKLIN LIB GLB BND,tsx
FLGD,FRANKLIN LBTYQT GLOB,tsx
FLI,CI US&CA LIFECOINCM,tsx
FLOT,PURPOSE FLTG RATE UN,tsx
FLOT.B,PURPOSE FLTGRTCAD UN,tsx
FLOT.U,PURPOSE FLTGRTNCH US,tsx
FLOW,FLOW BEVERAGE J SV,tsx
FLOW.WT,FLOW BEVERAGEJ SV WT,tsx
FLRM,FRANKLIN LIBRSKCA EQ,tsx
FLSD,FRANKLINLIBSH DURBND,tsx
FLT,DRONE DELIVERY CANADA CORP.,tsxv
FLT.WT.A,DRONE DELIVERY CANADA CORP. WT 5AUG2022,tsxv
FLT.WT.B,DRONE DELIVERY CANADA CORP. WT 22DEC2022,tsxv
FLUI,FRANKLINLIBUS INVGRD,tsx
FLUS,FRANKLIN LIBQT US EQ,tsx
FLWR,THE FLOWR CORPORATION,tsxv
FLX,PURPOSE GLBFLXCREDUN,tsx
FLX.B,PURPOSEGLBFLXCRCA UN,tsx
FLX.U,PURPOSEGLBFLXNCHG US,tsx
FLY,FLYHT AEROSPACE SOLUTIONS LTD.,tsxv
FM,FIRST QUANTUM MNRL J,tsx
FMC,FORUM ENERGY METALS CORP.,tsxv
FMM,FULL METAL MINERALS LTD.,tsxv
FMN,FIDELITY MINERALS CORP.,tsxv
FMS,FOCUS GRAPHITE INC.,tsxv
FN,FIRST NAT L FIN CORP,tsx
FN.PR.A,1ST NATL FIN SR 1 PR,tsx
FN.PR.B,1ST NATL FIN SR 2 PR,tsx
FNC,FANCAMP EXPLORATION LTD.,tsxv
FNR,49 NORTH RESOURCES INC.,tsxv
FNV,FRANCO-NEVADA CORP.,tsx
FO,FALCON OIL & GAS LTD,tsxv
FOBI,FOBI AI INC.,tsxv
FOM,FORAN MINING CORPORATION,tsxv
FOOD,GOODFOOD MARKET J,tsx
FOOD.DB,GOODFOOD MKT J DEB,tsx
FOR,FORTUNE BAY CORP.,tsxv
FORA,VERTICALSCOPE J SV,tsx
FORZ,FORZA PETE LTD. J,tsx
FOUR,HORIZONS INDUST A UN,tsx
FOXG,ROYAL FOX GOLD INC,tsxv
FP,FP NEWSPAPERS INC.,tsxv
FPC,FALCO RESOURCES LTD.,tsxv
FPR,CI PREFERRED SHR UN,tsx
FPX,FPX NICKEL CORP.,tsxv
FPY.P,FAIRPLAY VENTURES INC.,tsxv
FQC,CI MSCI CAQUALCL ETF,tsx
FR,FIRST MAJESTIC J,tsx
FRE,FREMONT GOLD LTD.,tsxv
FRED,FREDONIA MINING INC.,tsxv
FRI,FREEPORT RESOURCES INC.,tsxv
FRII,FRESHII INC. CL A SV,tsx
FRS.P,FARSTARCAP INVESTMENT CORP.,tsxv
FRU,FREEHOLD ROYALTIES,tsx
FRX,FENNEC PHARMACEUT J,tsx
FSB,CI ENHNC SHRTDUR BND,tsx
FSB.U,CI ENHANCSHRTBND US,tsx
FSEM,FRANKLNMARTSUSEMGMKT,tsx
FSF,CI GLBL FIN SECTR UN,tsx
FSL,1ST TR SNRLOAN CAD-H,tsx
FSL.A,1ST TR SNRLOANC-H AD,tsx
FST,1ST TR CDNCAPSTRNGUN,tsx
FST.A,1ST TR CDNCAPSTRNGAD,tsx
FSV,FIRSTSERVICE CORP.,tsx
FSX,FOSTERVILLE SOUTH EXPLORATION LTD.,tsxv
FSY,FORSYS METALS CORP J,tsx
FSZ,FIERA CAPITAL A SV,tsx
FSZ.DB,FIERA CAPITAL 5% DEB,tsx
FSZ.DB.A,FIERA CAPITAL 5.6 DB,tsx
FT,FORTUNE MINERALS J,tsx
FTB,1ST TR TACTICLBND UN,tsx
FTEC,FINTECH SELECT LTD.,tsxv
FTG,FIRAN TECH GRP CORP.,tsx
FTI,FTI FOODTECH INTERNATIONAL INC.,tsxv
FTJ,FORT ST. JAMES NICKEL CORP,tsxv
FTN,FINANCIAL 15 SPLT A,tsx
FTN.PR.A,FINANCIAL 15 SPLT PR,tsx
FTRP,FIELD TRIP HEALTH J,tsx
FTRP.WT,FIELD TRIP HLTH J WT,tsx
FTS,FORTIS INC.,tsx
FTS.PR.F,FORTIS INC. 1ST PR F,tsx
FTS.PR.G,FORTIS INC. 1ST PR G,tsx
FTS.PR.H,FORTIS INC. 1ST PR H,tsx
FTS.PR.I,FORTIS INC.1ST PR I,tsx
FTS.PR.J,FORTIS INC. 1ST PR J,tsx
FTS.PR.K,FORTIS INC. 1ST PR K,tsx
FTS.PR.M,FORTIS INC. 1ST PR M,tsx
FTT,FINNING INT L INC.,tsx
FTU,US FINANCIAL 15 CL A,tsx
FTU.PR.B,US FINANCIAL15 PR 12,tsx
FUD,1ST TR VALLNDIVCA-HG,tsx
FUD.A,1ST TRVALLNDICA-HGAD,tsx
FUN.P,FOUNTAINHALL CAPITAL CORP.,tsxv
FUND,KATIPULT TECHNOLOGY CORP.,tsxv
FURY,FURY GLD MINES LTD J,tsx
FUSE,FUSE COBALT INC.,tsxv
FUU,FISSION 3.0 CORP.,tsxv
FVI,FORTUNA SILVER MINES,tsx
FVI.DB.U,FORTUNA SILVR DEB US,tsx
FVL,FREEGOLD VENTURES J,tsx
FW,FLOW CAPITAL CORP,tsxv
FWTC,FORWARD WATER TECHNOLOGIES CORP.,tsxv
FWZ,FIREWEED ZINC LTD.,tsxv
FXC,FAX CAPITAL J SV,tsx
FXC.WT,FAX CAPITAL J SV WT,tsx
FXM,CI MORNSTR CA VAL UN,tsx
FYL,FINLAY MINERALS LTD,tsxv
G,AUGUSTA GOLD CORP. J,tsx
GA,GENERAL ASSEMBLY HOLDINGS LIMITED CL A,tsxv
GAC.P,GREENFIELD ACQUISITION CORP.,tsxv
GAL,GALANTAS GOLD CORPORATION,tsxv
GAME,"ENGINE GAMING AND MEDIA, INC.",tsxv
GASX,NG ENERGY INTERNATIONAL CORP.,tsxv
GASX.WT,NG ENERGY INTERNATIONAL CORP. WT 31JUL2022,tsxv
GATO,"GATOS SILVER, INC. J",tsx
GAU,GALIANO GOLD INC. J,tsx
GB,GINGER BEEF CORPORATION,tsxv
GBAL,ISHRESG BAL ETF PORT,tsx
GBAR,MONARCH MINING CORPJ,tsx
GBLT,GBLT CORP.,tsxv
GBML,GLOBAL BATTERY METALS LTD.,tsxv
GBR,GREAT BEAR RESOURCES LTD.,tsxv
GBRC,GOLD BULL RESOURCES CORP.,tsxv
GBRR,GREAT BEAR ROYALTIES CORP.,tsxv
GBT,BMTC GROUP INC.,tsx
GBU,GABRIEL RESOURCES LTD.,tsxv
GC,GREAT CDN GAMING,tsx
GC.DB,GREAT CDN GAMING DEB,tsx
GCBD,GUARDIAN CDN BOND UN,tsx
GCC,GOLDEN CARIBOO RESOURCES LTD,tsxv
GCCC,GCC GLOBAL CAPITAL CORPORATION,tsxv
GCG,GUARDIAN CAPITAL,tsx
GCG.A,GUARDIAN CAP CL A NV,tsx
GCL,COLABOR GROUP INC.,tsx
